domain,base_url,email_general,phone_general,tg,vk,youtube,instagram,inn,ogrn,kpp,lms_detected,main_category,about_pages,last_crawled_utc,source,icp_score,priority
ekaterinasmoliakova.ru,https://ekaterinasmoliakova.ru,ekaterinasmoliakova.ru@yandex.ru,83665313738,https://t.me/smoliakova_artt,,https://www.youtube.com/@ekaterinasmoliakova,,780213045609,,,getcourse,IT,https://ekaterinasmoliakova.ru/policy;https://ekaterinasmoliakova.ru#rec1564102131;https://ekaterinasmoliakova.ru/dogovor-oferta,2026-06-30T14:16:32Z,sources.txt,75,A
elemental-magic.ru,https://elemental-magic.ru,info@elemental-magic.ru,81401645499,,,,,301511874873,,,getcourse,Languages,https://elemental-magic.ru/oferta;https://elemental-magic.ru/about,2026-06-30T14:16:37Z,sources.txt,65,A
elenakochetkova.pro,https://elenakochetkova.pro,,,,,,,,,,getcourse,Languages,https://elenakochetkova.pro/about,2026-06-30T14:16:43Z,sources.txt,25,C
elenalite.ru,https://elenalite.ru,,,,,,,,,,getcourse,Languages,https://elenalite.ru/about,2026-06-30T14:16:48Z,sources.txt,25,C
elenanahodkina.ru,https://elenanahodkina.ru,info@elenanahodkina.ru,81401645499,,,,,540232589900,,,getcourse,IT,https://elenanahodkina.ru/about;https://elenanahodkina.ru/cms/system/contact;https://elenanahodkina.ru/oferta,2026-06-30T14:16:54Z,sources.txt,65,A
elenavdovina.online,https://elenavdovina.online,el.a.vdovina@yandex.ru,81401645499,https://t.me/elenaAvdovina,,,,773571918161,,,getcourse,Languages,https://elenavdovina.online/cms/system/contact;http://elenavdovina.online/page1;https://elenavdovina.online/about;http://elenavdovina.online/privacy,2026-06-30T14:17:00Z,sources.txt,75,A
ellinskii.ru,https://ellinskii.ru,ellinskie@yandex.ru,81401645499,,,,,526018167696,,,getcourse,IT,https://ellinskii.ru/about;https://ellinskii.ru/privacy;https://ellinskii.ru/cms/system/contact;https://ellinskii.ru/oferta,2026-06-30T14:17:09Z,sources.txt,65,A
encouragetatia.com,https://encouragetatia.com,,,,,,,,,,getcourse,IT,https://encouragetatia.com/about;https://encouragetatia.com/cms/system/contact,2026-06-30T14:17:14Z,sources.txt,25,C
enioline.ru,https://enioline.ru,,81401645499,https://t.me/NiktarioN,,,,381114891721,,,getcourse,IT,https://enioline.ru/oferta;https://enioline.ru/about;https://enioline.ru/cms/system/contact,2026-06-30T14:17:20Z,sources.txt,55,A
ensoma.ru,https://ensoma.ru,ensomnia.n@gmail.com,81401645499,https://t.me/natalyustin,,,,344308698893,,,getcourse,Languages,https://ensoma.ru/oferta;https://ensoma.ru/about;https://ensoma.ru/private-policy,2026-06-30T14:17:27Z,sources.txt,75,A
erofitnesswithloveonline.ru,https://erofitnesswithloveonline.ru,,,,,,,,,,getcourse,IT,https://erofitnesswithloveonline.ru/about;https://erofitnesswithloveonline.ru/cms/system/contact,2026-06-30T14:17:33Z,sources.txt,25,C
esenia-reiki.com,https://esenia-reiki.com,,81401645499,,,,,612205421503,,,getcourse,IT,https://esenia-reiki.com/about,2026-06-30T14:17:38Z,sources.txt,45,B
esoroom.su,https://esoroom.su,e.revkovskaya@yandex.ru,81401645499,,,,,540445976808,,,getcourse,IT,https://esoroom.su/dogovor%20-%20oferta;https://esoroom.su/about;https://esoroom.su/policy,2026-06-30T14:17:43Z,sources.txt,65,A
esperanto-leto.ru,https://esperanto-leto.ru,kurso@esperanto-leto.ru,85714285714,,https://vk.com/esperanto_leto,,,,,,unknown,Languages,https://esperanto-leto.ru/kontakty/,2026-06-30T14:17:59Z,sources.txt,50,B
evgenia-andreevna.ru,https://evgenia-andreevna.ru,info@evgenia-andreevna.ru,81401645499,,,,,861400806326,,,getcourse,IT,https://evgenia-andreevna.ru/about;https://evgenia-andreevna.ru/oferta;https://evgenia-andreevna.ru/cms/system/contact,2026-06-30T14:18:05Z,sources.txt,65,A
evgeniakisslova.com,https://evgeniakisslova.com,,87104287459,,,,,,,,getcourse,IT,https://evgeniakisslova.com/about;https://evgeniakisslova.com/cms/system/contact,2026-06-30T14:18:11Z,sources.txt,35,B
evgenialevi.ru,https://evgenialevi.ru,jlevitski@mail.ru,81401645499,,,,,631901915096,,,getcourse,IT,https://evgenialevi.ru/cms/system/contact;https://evgenialevi.ru/about;https://evgenialevi.ru/privacy,2026-06-30T14:18:17Z,sources.txt,65,A
evosouls.ru,https://evosouls.ru,,,,,,,,,,unknown,IT,,2026-06-30T14:18:30Z,sources.txt,10,C
evstafievhealth.ru,https://evstafievhealth.ru,,88165150223,,,,,,,,getcourse,IT,https://evstafievhealth.ru/about;https://evstafievhealth.ru/cms/system/contact,2026-06-30T14:18:36Z,sources.txt,35,B
expertbg.ru,https://expertbg.ru,help@expertbg.ru,81401645499,https://t.me/sergeyerokhinbg,https://vk.com/wall-227355011_4,https://youtube.com/@sergeyerokhinbg,https://www.instagram.com/sergeyerokhinbg,772812596063,,,getcourse,IT,https://expertbg.ru/oferta;https://expertbg.ru/privacy;https://expertbg.ru/about;https://expertbg.ru#сontacts,2026-06-30T14:18:41Z,sources.txt,75,A
familyhlebschool.ru,https://familyhlebschool.ru,,,,,,,,,,getcourse,IT,https://familyhlebschool.ru/about;https://familyhlebschool.ru/cms/system/contact,2026-06-30T14:18:47Z,sources.txt,25,C
fball.pro,https://fball.pro,,81401645499,,,,,745111642335,,,getcourse,IT,https://fball.pro/about,2026-06-30T14:18:52Z,sources.txt,45,B
feelenglish.tech,https://feelenglish.tech,,,,,,,,,,getcourse,Languages,https://feelenglish.tech/about,2026-06-30T14:18:57Z,sources.txt,25,C
feldenkrais.su,https://feldenkrais.su,marishasha1@yandex.ru,81092869896,https://t.me/marusya_shamina,https://vk.com/privacy/cookies,,,773467466896,,,tilda_site,IT,https://feldenkrais.su/soglashenie-ob-ispolzovanii-faylov-cookie;https://feldenkrais.su/about-mentor;https://feldenkrais.su#rec1089993441;https://feldenkrais.su/#rec1089993441;https://feldenkrais.su/about-feldenkrais,2026-06-30T14:19:09Z,sources.txt,75,A
field-school.com,https://field-school.com,,,,,,,,,,getcourse,IT,https://field-school.com/cms/system/contact;https://field-school.com/about,2026-06-30T14:19:15Z,sources.txt,25,C
filmtechrea.ru,https://filmtechrea.ru,filmtechrea@gmail.com,87921041001,https://t.me/FilmTechnologyCenter,https://vk.com/filmtechnologycenter,,,770474702002,,,getcourse,IT,https://filmtechrea.ru/oferta;https://filmtechrea.ru#rec1925747751,2026-06-30T14:19:21Z,sources.txt,75,A
filtext.ru,https://filtext.ru,,81401645499,,https://vk.com/rtrg?p=VK-RTRG-1799780-5pn1z,,,262705258775,,,getcourse,IT,https://filtext.ru/cms/system/contact;https://filtext.ru/about;https://filtext.ru/oferta,2026-06-30T14:19:28Z,sources.txt,55,A
fitnesszdes.ru,https://fitnesszdes.ru,fitness.zdes@mail.ru,81401645499,,,,,246215220632,,,getcourse,IT,https://fitnesszdes.ru/oferta;https://fitnesszdes.ru/about;https://fitnesszdes.ru/cms/system/contact,2026-06-30T14:19:34Z,sources.txt,65,A
food-mentor.ru,https://food-mentor.ru,,,,,,,,,,getcourse,IT,https://food-mentor.ru/about,2026-06-30T14:19:41Z,sources.txt,25,C
foothacker.com,https://foothacker.com,foothacker.com@mail.ru,82054861751,https://t.me/foothackercom,https://vk.com/club_pavlinoff?from=groups,https://www.youtube.com/@foothacker,https://www.instagram.com/pavlinoff/,,,,tilda_site,IT,https://foothacker.com/about#Anton;https://foothacker.com/about#photo;https://foothacker.com/about,2026-06-30T14:19:47Z,sources.txt,65,A
frolovaolesya.ru,https://frolovaolesya.ru,,81401645499,,,,,540414513479,1197746675170,773101001,getcourse,IT,https://frolovaolesya.ru/cms/system/contact;https://frolovaolesya.ru/privacy;https://frolovaolesya.ru/about,2026-06-30T14:19:54Z,sources.txt,45,B
full-level.pro,https://full-level.pro,shim-zu@mail.ru,86532323866,https://t.me/mastakraft,https://vk.com/mastakraftofficial,https://www.youtube.com/@MastaKraft,,,,,tilda_site,IT,https://full-level.pro/politika;https://full-level.pro/oferta;https://full-level.pro#about,2026-06-30T14:19:59Z,sources.txt,65,A
galina-skryabina.ru,https://galina-skryabina.ru,merkuriy.64@gmail.com,89728143516,,,,,270307439542,,,getcourse,IT,https://galina-skryabina.ru/cms/system/contact;https://galina-skryabina.ru/oferta;https://galina-skryabina.ru/about,2026-06-30T14:20:05Z,sources.txt,65,A
gamulinaartschool.ru,https://gamulinaartschool.ru,,81401645499,,,,,667013935351,,,getcourse,Languages,https://gamulinaartschool.ru/about,2026-06-30T14:20:11Z,sources.txt,45,B
gekova.education,https://gekova.education,,,,,,,,,,getcourse,IT,https://gekova.education/cms/system/contact;https://gekova.education/about,2026-06-30T14:20:17Z,sources.txt,25,C
get-shop-online.ru,https://get-shop-online.ru,info@get-shop-online.ru,81401645499,https://t.me/GetCourse_shop,,https://www.youtube.com/@GetShop-online,https://www.instagram.com/getcourse.shop/,500111684550,,,getcourse,IT,https://get-shop-online.ru/cms/system/legal;https://get-shop-online.ru/privacy;https://get-shop-online.ru/about,2026-06-30T14:20:26Z,sources.txt,75,A
gigong.ru,https://gigong.ru,,,,,,,,,,getcourse,Languages,https://gigong.ru/about,2026-06-30T14:20:31Z,sources.txt,25,C
glamourmakeupanastasiamail.online,https://glamourmakeupanastasiamail.online,,,,,,,,,,getcourse,IT,https://glamourmakeupanastasiamail.online/cms/system/contact;https://glamourmakeupanastasiamail.online/about,2026-06-30T14:20:37Z,sources.txt,25,C
glavnoe-menu.ru,https://glavnoe-menu.ru,Vasilisasibirskaya@gmail.com,81401645499,,,,,243700432242,,,getcourse,IT,https://glavnoe-menu.ru/about;https://glavnoe-menu.ru/oferta;https://glavnoe-menu.ru/cms/system/contact,2026-06-30T14:20:43Z,sources.txt,65,A
glebovaphoto.ru,https://glebovaphoto.ru,info@glebovaphoto.ru,85833061182,https://t.me/glebova_ph,https://vk.com/oksanaphotoday,,https://www.instagram.com/glebova_ph?igsh=cnh2emd3ZDB1ajlh,,,,tilda_site,IT,https://glebovaphoto.ru/privacy;http://glebovaphoto.ru/privacy,2026-06-30T14:20:49Z,sources.txt,65,A
golosoved.ru,https://golosoved.ru,info@golosoved.ru,81674471710,https://t.me/golosoved,https://vk.com/golosoved,https://www.youtube.com/watch?v=E6Duxv0bHjs,,632137644847,,,getcourse,IT,https://golosoved.ru/#about;https://school.golosoved.ru/oferta,2026-06-30T14:20:57Z,sources.txt,75,A
goodsense.pro,https://goodsense.pro,sales@goodsense.pro,81401645499,,,,https://instagram.com/goodsense.pro,301508535503,,,getcourse,IT,https://goodsense.pro/offer;https://goodsense.pro/about;https://goodsense.pro/personal-data,2026-06-30T14:21:03Z,sources.txt,65,A
gorbatenki.ru,https://gorbatenki.ru,Ekokora177@gmail.com,81401645499,,,,,236100588039,,,getcourse,IT,https://gorbatenki.ru/cms/system/contact;https://gorbatenki.ru/privacy;https://gorbatenki.ru/about,2026-06-30T14:21:09Z,sources.txt,65,A
gorlitsacalligraphy.ru,https://gorlitsacalligraphy.ru,Ninaletters@ya.ru,83732376164,https://t.me/calligraphygorlitsa,https://vk.com/calligraphygorlitsa,,,772140427505,,,getcourse,IT,https://gorlitsacalligraphy.ru#rec529517990,2026-06-30T14:21:14Z,sources.txt,75,A
govzallaa.ru,https://govzallaa.ru,chadayeva589@mail.ru,81401645499,,,,,201470394262,,,getcourse,IT,https://govzallaa.ru/cms/system/contact;https://govzallaa.ru/about;https://govzallaa.ru/oferta,2026-06-30T14:21:21Z,sources.txt,65,A
grammaze.ru,https://grammaze.ru,info@grammaze.ru,81401645499,,,,,614012415401,,,getcourse,IT,https://grammaze.ru/cms/system/contact;https://grammaze.ru/privacy;https://grammaze.ru/offer;https://grammaze.ru/about,2026-06-30T14:21:26Z,sources.txt,65,A
grobleracademy.ru,https://grobleracademy.ru,info@grobleracademy.ru,81401645499,,,http://www.youtube.com/@kirby2013,,744301709201,,,getcourse,Languages,https://grobleracademy.ru/about;https://grobleracademy.ru/politika;https://grobleracademy.ru/oferta,2026-06-30T14:21:32Z,sources.txt,75,A
gusevagroup.ru,https://gusevagroup.ru,Gnv9625119064@yandex.ru,89035108517,https://t.me/guseva_nataliii,,,https://instagram.com/guseva.nataliii?igshid=YmMyMTA2M2Y=,301302858927,,,tilda_site,IT,https://gusevagroup.ru#popup:embedcode;https://gusevagroup.ru/oferta;https://gusevagroup.ru#popup:infoblock,2026-06-30T14:21:39Z,sources.txt,75,A
h-n-v.ru,https://h-n-v.ru,info@h-n-v.ru,81401645499,https://t.me/dok_khrabrov,https://vk.com/doktor_khrabrov,https://www.youtube.com/watch?v=xdqqXlSYc6A,https://www.instagram.com/doktor_khrabrov/,352900815828,,,getcourse,Languages,https://h-n-v.ru/about;https://h-n-v.ru/privacy;https://h-n-v.ru/oferta;https://h-n-v.ru/cms/system/contact,2026-06-30T14:21:44Z,sources.txt,75,A
hana-hana-korean.online,https://hana-hana-korean.online,hangugohouse@gmail.com,81401645499,,,,,183404481683,,,getcourse,IT,https://hana-hana-korean.online/about;https://hana-hana-korean.online/oferta;https://hana-hana-korean.online/cms/system/contact,2026-06-30T14:21:50Z,sources.txt,65,A
hand-drame.shop,https://hand-drame.shop,psyhodrame@yandex.ru,81401645499,,,,,772326367001,,,getcourse,IT,https://hand-drame.shop/oferta;https://hand-drame.shop/cms/system/contact;https://hand-drame.shop/about,2026-06-30T14:21:56Z,sources.txt,65,A
happycatclub.ru,https://happycatclub.ru,,83793028316,https://t.me/artmanyak_em,https://vk.com/art.manyak,,https://instagram.com/art.manyak?igshid=MTA0ZTI1NzA=,,,,tilda_site,IT,,2026-06-30T14:22:01Z,sources.txt,45,B
happystranger.ru,https://happystranger.ru,info@happystranger.ru,,https://t.me/e_mindfulness,https://vk.com/pro_meditation,,https://www.instagram.com/happystranger_ru/,,,,getcourse,IT,https://happystranger.ru/rekvizity;https://happystranger.ru/about;https://happystranger.ru/privacy;https://happystranger.ru/docs;https://happystranger.ru/oferta;https://happystranger.ru/company;https://happystranger.ru/contact;https://kurs.happystranger.ru/cms/system/legal;https://happystranger.ru/contacts;https://happystranger.ru/license,2026-06-30T14:22:09Z,sources.txt,55,A
hasta26.ru,https://hasta26.ru,,,,,,,,,,getcourse,Languages,https://hasta26.ru/about,2026-06-30T14:22:15Z,sources.txt,25,C
helenivleva.ru,https://helenivleva.ru,hrustevalena@yandex.ru,81401645499,,,,,245611335427,,,getcourse,Languages,https://helenivleva.ru/about;https://helenivleva.ru/legal;https://helenivleva.ru/privacypolicy,2026-06-30T14:22:20Z,sources.txt,65,A
helensymon.ru,https://helensymon.ru,,,,,,,,,,getcourse,IT,https://helensymon.ru/cms/system/contact;https://helensymon.ru/about,2026-06-30T14:22:26Z,sources.txt,25,C
hh.ru,https://hh.ru,55d08dbf26984dd4b9206c097b9cc2ab@sentry.hh.ru,82829347312,https://t.me/hh_ru_official,https://vk.com/headhunter,,,7718620740,,,unknown,IT,https://hh.ru/article/personal_data?backurl=%2F&hhtmFrom=main;https://hh.ru/article/28?from=footer_new&hhtmFromLabel=footer_new&hhtmFrom=main,2026-06-30T14:22:32Z,sources.txt,60,A
holitemple.com,https://holitemple.com,info@holitemple.com,81401645499,,,,,027713083446,,,getcourse,IT,https://holitemple.com/about;https://holitemple.com/cms/system/contact;https://holitemple.com/privacy,2026-06-30T14:22:39Z,sources.txt,65,A
igo-dzen.ru,https://igo-dzen.ru,info@igo-dzen.ru,81401645499,,,,,545305081348,,,getcourse,IT,https://igo-dzen.ru/cms/system/contact;https://igo-dzen.ru/about;https://igo-dzen.ru/oferta;https://igo-dzen.ru/privacy,2026-06-30T14:23:36Z,sources.txt,65,A
ilovesoap.ru,https://ilovesoap.ru,m.marewna@yandex.ru,81401645499,,,,,732609386313,,,getcourse,IT,https://ilovesoap.ru/oferta;https://ilovesoap.ru/about;https://ilovesoap.ru/cms/system/contact,2026-06-30T14:23:43Z,sources.txt,65,A
imaschool.ru,https://imaschool.ru,Maximum_0089@mail.ru,81401645499,https://t.me/imasmm,https://vk.com/rtrg?p=VK-RTRG-514582-5v13f,https://www.youtube.com/@maximbonds,,246311105801,,,getcourse,IT,https://imaschool.ru/policykonf;https://imaschool.ru/rekvizity;https://imaschool.ru/legal;https://imaschool.ru/about;https://imaschool.ru/privacypolicy,2026-06-30T14:23:49Z,sources.txt,75,A
inessakryzhanovskaya.com,https://inessakryzhanovskaya.com,,,,,,,,,,getcourse,IT,https://inessakryzhanovskaya.com/about;https://inessakryzhanovskaya.com/cms/system/contact,2026-06-30T14:23:55Z,sources.txt,25,C
ingafoksha.ru,https://ingafoksha.ru,,,,,,,,,,unknown,IT,,2026-06-30T14:24:10Z,sources.txt,10,C
invest2good.ru,https://invest2good.ru,,,,,,,,,,getcourse,Languages,https://invest2good.ru/about,2026-06-30T14:24:15Z,sources.txt,25,C
ipadconcept.ru,https://ipadconcept.ru,,81401645499,https://t.me/ipad_concept,https://vk.com/padconcept,https://youtube.com/@ipadconcept?si=MfU1HJDNnAlPD1Xd,,504100889313,,,getcourse,Languages,https://ipadconcept.ru/about,2026-06-30T14:24:20Z,sources.txt,55,A
iraprozozh.ru,https://iraprozozh.ru,info@iraprozozh.ru,81401645499,,,,,745110675360,,,getcourse,Languages,https://iraprozozh.ru/oferta;https://iraprozozh.ru/privacy;https://iraprozozh.ru/about,2026-06-30T14:24:26Z,sources.txt,65,A
irenaberti.com,https://irenaberti.com,,,,,,,,,,getcourse,Languages,https://irenaberti.com/about,2026-06-30T14:24:32Z,sources.txt,25,C
irina-santori.com,https://irina-santori.com,,,,,,,,,,getcourse,IT,https://irina-santori.com/about;https://irina-santori.com/cms/system/contact,2026-06-30T14:24:38Z,sources.txt,25,C
irinagolovina.ru,https://irinagolovina.ru,info@ivgolovina.ru,85714285714,https://t.me/BizGrablyIncReviews,,,,666008186225,,,unknown,Languages,https://irinagolovina.ru/kontakty/;https://irinagolovina.ru#contacts,2026-06-30T14:24:45Z,sources.txt,60,A
irinakocheva.ru,https://irinakocheva.ru,,,,,,,,,,getcourse,IT,https://irinakocheva.ru/cms/system/contact;https://irinakocheva.ru/about,2026-06-30T14:24:52Z,sources.txt,25,C
irinakonshina.ru,https://irinakonshina.ru,kolevatova@ironsx.ru,+7 (967) 530-00-33,https://t.me/ironsxx,,,,250818007733,,,unknown,Other,https://irinakonshina.ru/assets/docs/soglasie_na_info_rassylka.pdf;https://irinakonshina.ru/assets/docs/politika_cookie.pdf;https://irinakonshina.ru/assets/docs/soglasie_na_obrabotku_pers_data.pdf,2026-06-30T14:25:00Z,sources.txt,50,B
itishnicaalena.ru,https://itishnicaalena.ru,,81291091151,,,,,,,,getcourse,IT,https://itishnicaalena.ru/about;https://itishnicaalena.ru/cms/system/contact,2026-06-30T14:25:07Z,sources.txt,35,B
izbaicosmos.ru,https://izbaicosmos.ru,,,,,,,,,,getcourse,Languages,https://izbaicosmos.ru/about,2026-06-30T14:25:12Z,sources.txt,25,C
izbenko.com,https://izbenko.com,aleksa.lishuk@yandex.ru,81401645499,,,,,772794907108,,,getcourse,Languages,https://izbenko.com/about;https://izbenko.com/privacy;https://izbenko.com/oferta,2026-06-30T14:25:18Z,sources.txt,65,A
jfpsy.ru,https://jfpsy.ru,admin@jfpsy.ru,85241475717,https://t.me/jfpsy,https://vk.com/u_p_p_m,,,6682021026,1226600051215,,tilda_site,IT,https://jfpsy.ru/politika;https://jfpsy.ru/svedeniya;https://jfpsy.ru#popup:infoblock;https://jfpsy.ru/oferta,2026-06-30T14:25:26Z,sources.txt,75,A
k-efi.ru,https://k-efi.ru,info@k-efi.ru,81401645499,https://t.me/k_efiru,https://vk.com/ivan_lagunovich,,https://www.instagram.com/ivan_lagunovich/,770510804108,,,getcourse,Languages,https://k-efi.ru/contacts;https://k-efi.ru/privacy;https://k-efi.ru#contact;https://k-efi.ru/oferta;https://k-efi.ru/about,2026-06-30T14:25:32Z,sources.txt,75,A
kabaevanails.ru,https://kabaevanails.ru,,,,,,,,,,getcourse,IT,https://kabaevanails.ru/about;https://kabaevanails.ru/cms/system/contact,2026-06-30T14:25:39Z,sources.txt,25,C
kalaytan.online,https://kalaytan.online,polina@popova.ru,81401645499,https://t.me/kalaytan_bot,,,,774335901248,,,getcourse,Languages,https://kalaytan.online/legal;https://kalaytan.online/about;https://kalaytan.online/policy,2026-06-30T14:25:45Z,sources.txt,75,A
karnash.org,https://karnash.org,Karnash@roots-energy.ru,81401645499,http://t.me/karnashenergy,https://vk.com/karnashenergy,https://www.youtube.com/@Karnash_energy/videos,https://www.instagram.com/karnash_energy,502713641942,,,getcourse,Languages,https://karnash.org/about;https://karnash.org/oferta,2026-06-30T14:25:51Z,sources.txt,75,A
kashinaekaterina-school.ru,https://kashinaekaterina-school.ru,katrin_pianoschool@mail.ru,81401645499,,,,,481401710139,,,getcourse,IT,https://kashinaekaterina-school.ru/privacy;https://kashinaekaterina-school.ru/about;https://kashinaekaterina-school.ru/cms/system/contact,2026-06-30T14:25:58Z,sources.txt,65,A
kassinavito-zapusk.ru,https://kassinavito-zapusk.ru,,,,,,,,,,getcourse,IT,https://kassinavito-zapusk.ru/about;https://kassinavito-zapusk.ru/cms/system/contact,2026-06-30T14:26:04Z,sources.txt,25,C
katkovaanails.ru,https://katkovaanails.ru,,,,,,,,,,getcourse,IT,https://katkovaanails.ru/cms/system/contact;https://katkovaanails.ru/about,2026-06-30T14:26:12Z,sources.txt,25,C
katrinproson.ru,https://katrinproson.ru,,,,,,,,,,getcourse,IT,https://katrinproson.ru/cms/system/contact;https://katrinproson.ru/about,2026-06-30T14:26:18Z,sources.txt,25,C
katsizova.ru,https://katsizova.ru,info@katshowroom.ru,83134333938,,https://vk.com/kat.kurs,,,330601943945,,,tilda_site,IT,https://katsizova.ru/oferta;https://katsizova.ru/contact;https://katsizova.ru/politika,2026-06-30T14:26:23Z,sources.txt,75,A
katyayasenko.ru,http://katyayasenko.ru,,,,,,,,,,unknown,IT,,2026-06-30T14:26:28Z,sources.txt,10,C
kharlamova-psy.com,https://kharlamova-psy.com,kharlamova-psy@yandex.ru,81401645499,,https://vk.com/kharlamova_centre,https://www.youtube.com/@Anna.Kharlamova/shorts,,552805891084,1197746675170,773101001,getcourse,Languages,https://kharlamova-psy.com/cms/system/legal;https://kharlamova-psy.com/about;https://kharlamova-psy.com/cms/system/contact;https://kharlamova-psy.com/privacy,2026-06-30T14:26:34Z,sources.txt,75,A
killap2p.ru,https://killap2p.ru,killa.p2p@yandex.ru,83309882000,https://t.me/killa_support,,,,7710140679,,771301001,getcourse,IT,https://killap2p.ru#about;https://killap2p.ru/public-offer;https://killap2p.ru/privacy,2026-06-30T14:26:40Z,sources.txt,75,A
kiragsystem.com,https://kiragsystem.com,Kira.glushkova@gmail.com,83366333361,https://t.me/kiragsystem,,,https://www.instagram.com/holistic.system/,,,,tilda_site,IT,https://kiragsystem.com#rec169122725;https://kiragsystem.com#rec169058535,2026-06-30T14:26:48Z,sources.txt,65,A
kiselevafit.ru,https://kiselevafit.ru,sistematela@bk.ru,81401645499,,,,,,,,getcourse,IT,https://kiselevafit.ru/cms/system/contact;https://kiselevafit.ru/about;https://kiselevafit.ru/oferta,2026-06-30T14:26:55Z,sources.txt,55,A
kmclub-practicum.com,https://kmclub-practicum.com,km-club.marinicheva@yandex.ru,81401645499,,,,,772817625529,1197746675170,773101001,getcourse,IT,https://kmclub-practicum.com/oferta;https://kmclub-practicum.com;https://kmclub-practicum.com/privacy;https://kmclub-practicum.com/about,2026-06-30T14:27:02Z,sources.txt,65,A
kolosvaroga.ru,https://kolosvaroga.ru,info@kolosvaroga.ru,81401645499,,,,,771608444407,,,getcourse,IT,https://kolosvaroga.ru/cms/system/contact;https://kolosvaroga.ru/oferta;https://kolosvaroga.ru/about,2026-06-30T14:27:08Z,sources.txt,65,A
kontslav.ru,https://kontslav.ru,,,,,,,,,,getcourse,Languages,https://kontslav.ru/about,2026-06-30T14:27:14Z,sources.txt,25,C
kotovaolgamusic.ru,https://kotovaolgamusic.ru,,81254119516,https://t.me/kotova_olga_music_bir,https://vk.com/olgamusicbir,https://www.youtube.com/@kotova_olga_music,,,,,tilda_site,IT,https://kotovaolgamusic.ru#rec812541207,2026-06-30T14:27:19Z,sources.txt,45,B
kovalevskayalab.ru,https://kovalevskayalab.ru,info@kovalevskayalab.ru,89977000004,https://t.me/KsKovalBot?start=dl-1769370862322,https://vk.com/club221722343,https://youtube.com/@kskovalev?si=K2l9-NfyzpE4z3Go,,502912216068,,,getcourse,IT,,2026-06-30T14:27:24Z,sources.txt,75,A
kovziktatiana.ru,http://kovziktatiana.ru,,,,,,,,,,unknown,IT,,2026-06-30T14:27:29Z,sources.txt,10,C
kremlevs.ru,https://kremlevs.ru,info@kremlevs.ru,81401645499,https://t.me/kremlevS,,,,381298015545,,,getcourse,IT,https://kremlevs.ru/cms/system/contact;https://kremlevs.ru/about;https://kremlevs.ru/oferta,2026-06-30T14:27:36Z,sources.txt,75,A
kurs-segodnya.ru,https://kurs-segodnya.ru,,,,,,,,,,unknown,IT,,2026-06-30T14:27:42Z,sources.txt,10,C
kuzyakinyfit.online,https://kuzyakinyfit.online,info@kuzyakinyfit.online,81401645499,,,,,228701653152,,,getcourse,IT,https://kuzyakinyfit.online/privacy;https://kuzyakinyfit.online/cms/system/contact;https://kuzyakinyfit.online/about;https://kuzyakinyfit.online/oferta,2026-06-30T14:27:49Z,sources.txt,65,A
labsoul.ru,https://labsoul.ru,labsoulyou@gmail.com,88643517430,https://t.me/anstmst13,https://vk.com/labsoul,https://youtu.be/DL8zpKOAsA0?si=i25gFq5JiXxDJOP9,,231712832767,,,tilda_site,IT,https://labsoul.ru#aboutme,2026-06-30T14:27:55Z,sources.txt,75,A
landscape-course.ru,https://landscape-course.ru,sagdia-hab@mail.ru,81401645499,,,,,165911818792,,,getcourse,Languages,https://landscape-course.ru/about;https://landscape-course.ru/privacy,2026-06-30T14:27:59Z,sources.txt,65,A
larisa-korchagina.ru,https://larisa-korchagina.ru,moypsyholog77@yandex.ru,+79661874353,https://t.me/Larisa_Korchagina,https://vk.com/larisakorchagina_psyholog,,,503215278020,,,tilda_site,IT,https://larisa-korchagina.ru/dogovor_public_offer;https://larisa-korchagina.ru/policy;https://larisa-korchagina.ru/#contact,2026-06-30T14:28:05Z,sources.txt,75,A
lektorium.tv,https://lektorium.tv,office@lektorium.tv,81655720201,https://t.me/openlektorium,https://vk.com/openlektorium,https://www.youtube.com/user/OpenLektorium,,,,,tilda_site,IT,https://lektorium.tv/contacts;https://www.lektorium.tv/details;https://www.lektorium.tv/rules;https://www.lektorium.tv/contacts;https://lektorium.tv/about,2026-06-30T14:28:13Z,sources.txt,65,A
lera-proaut.ru,https://lera-proaut.ru,razvivaemsya.doma@gmail.com,81401645499,,,,,782003023680,,,getcourse,IT,https://lera-proaut.ru/oferta;https://lera-proaut.ru/cms/system/contact;https://lera-proaut.ru/cms/system/legal;https://lera-proaut.ru/about,2026-06-30T14:28:21Z,sources.txt,65,A
lerauva.online,https://lerauva.online,uva33gr@mail.ru,81401645499,,,,,694905954220,,,getcourse,IT,https://lerauva.online/about;https://lerauva.online/oferta;https://lerauva.online/cms/system/contact,2026-06-30T14:28:28Z,sources.txt,65,A
levober.ru,https://levober.ru,do@levober.ru,88002010198,https://t.me/levober38,https://vk.com/levober38,https://www.youtube.com/channel/UCbkATOB8P5PxjIBPtN_Nrzg,,,,,tilda_site,IT,https://levober.ru/svedeniya_o_chou_dpo_btso;https://levober.ru/pub/img/info/10/dogovor_oferta_2025_.pdf;https://levober.ru/page/253;https://levober.ru/razrabotka_dokumentov;https://levober.ru/page/400;https://levober.ru/page/256;https://levober.ru/page/406,2026-06-30T14:28:36Z,sources.txt,65,A
